TweetID,Date,Hashtags,CovidRelated
294329,1255804184923865088,04/30/20,[],
294337,1255804187679625216,04/30/20,[],
294339,1255804187494903808,04/30/20,['بحوث'],No
294341,1255804187931217920,04/30/20,[],
294344,1255804188052709120,04/30/20,[],
294346,1255804188040351488,04/30/20,[],
294347,1255804188098834432,04/30/20,[],
294348,1255804188296167424,04/30/20,[],
294352,1255804188312862720,04/30/20,[],
294354,1255804188602203904,04/30/20,[],
294357,1255804188782735104,04/30/20,[],
294358,1255804188912685056,04/30/20,[],
294361,1255804188921139200,04/30/20,[],
294364,1255804188690432000,04/30/20,['Entrevista'],No
294365,1255804189105508352,04/30/20,[],
294366,1255804189005021184,04/30/20,[],
294370,1255804189327921152,04/30/20,[],
294372,1255804189273448448,04/30/20,[],
294373,1255804189462220800,04/30/20,[],
294375,1255804189323792384,04/30/20,[],
294377,1255804189671857920,04/30/20,[],
294382,1255804191613861888,04/30/20,[],
294383,1255804191655813120,04/30/20,[],
294384,1255804191773245440,04/30/20,[],
294387,1255804191810846720,04/30/20,[],
294389,1255804191924260864,04/30/20,['Gastronomie'],No
294390,1255804191844556800,04/30/20,['Shell'],No
294395,1255804192041644032,04/30/20,[],
294399,1255804192037445632,04/30/20,[],
294401,1255804192171663104,04/30/20,['China'],No
294407,1255804192444182528,04/30/20,['TOPBiblicalTopics'],No
294410,1255804192498823168,04/30/20,[],
294412,1255804192641282048,04/30/20,[],
294415,1255804193123610624,04/30/20,[],
294416,1255804192914124800,04/30/20,[],
294419,1255804193056514048,04/30/20,[],
294420,1255804193106952192,04/30/20,[],
294423,1255804193190838272,04/30/20,[],
294426,1255804193484476416,04/30/20,[],
294435,1255804196038688768,04/30/20,[],
294438,1255804196047032320,04/30/20,[],
294440,1255804196370202624,04/30/20,[],
294446,1255804196525350912,04/30/20,[],
294447,1255804196542185472,04/30/20,[],
294453,1255804196676395008,04/30/20,[],
294458,1255804196395405056,04/30/20,['TemplateThursday'],No
294459,1255804196957249536,04/30/20,[],
294462,1255804197079003136,04/30/20,[],
294470,1255804197364273152,04/30/20,[],
294475,1255804197397835520,04/30/20,['COVID19'],Yes
294477,1255804197674586112,04/30/20,[],
294480,1255804200165965824,04/30/20,[],
294481,1255804199817773056,04/30/20,[],
294485,1255804200589709056,04/30/20,['WorcestershireHour'],No
294494,1255804200799342592,04/30/20,[],
294496,1255804200933626112,04/30/20,[],
294497,1255804201080324096,04/30/20,[],
294498,1255804201113841664,04/30/20,[],
294499,1255804201004756992,04/30/20,[],
294500,1255804201147535104,04/30/20,[],
294506,1255804201344684032,04/30/20,[],
294509,1255804201223049216,04/30/20,[],
294510,1255804199721472000,04/30/20,"['SoliMalte', 'Covid19', 'OrdreDeMalte']",No
294511,1255804201332101120,04/30/20,[],
294517,1255804201419984896,04/30/20,[],
294526,1255804201940246528,04/30/20,[],
294528,1255804201982202112,04/30/20,[],
294531,1255804204205191168,04/30/20,['JusticeForCaution'],No
294532,1255804204230348800,04/30/20,[],
294537,1255804204473626624,04/30/20,[],
294544,1255804204872085504,04/30/20,[],
294547,1255804204976951296,04/30/20,[],
294552,1255804205098401792,04/30/20,[],
294557,1255804205253746688,04/30/20,[],
294558,1255804205304069888,04/30/20,[],
294559,1255804205324886016,04/30/20,[],
294565,1255804205589131264,04/30/20,[],
294568,1255804205803220992,04/30/20,[],
294579,1255804205933215488,04/30/20,"['RahulShowsTheWay', 'RahulShowsTheWay', 'RahulShowsTheWay', 'RahulShowsTheWay', 'RahulShowsTheWay', 'RahulShowsTheWay']",No
294580,1255804208433041408,04/30/20,[],
294582,1255804208474775552,04/30/20,[],
294583,1255804208500129792,04/30/20,[],
294585,1255804208529526784,04/30/20,[],
294586,1255804208500137984,04/30/20,[],
294589,1255804207900184320,04/30/20,['greecefromhome'],No
294591,1255804208789377024,04/30/20,[],
294596,1255804208722456320,04/30/20,[],
294597,1255804208927956992,04/30/20,[],
294598,1255804208852451328,04/30/20,[],
294599,1255804208969920512,04/30/20,[],
294600,1255804208864915712,04/30/20,[],
294604,1255804208751747072,04/30/20,[],
294607,1255804209313841152,04/30/20,[],
294608,1255804209322065920,04/30/20,[],
294609,1255804209292861440,04/30/20,[],
294610,1255804209229955072,04/30/20,[],
294615,1255804209368162304,04/30/20,[],
294616,1255804209254916096,04/30/20,[],
294619,1255804209452195840,04/30/20,[],
294620,1255804209473224704,04/30/20,[],
294623,1255804209494179840,04/30/20,[],
294625,1255804209343193088,04/30/20,['COVID19'],Yes
294628,1255804210010038272,04/30/20,[],
294629,1255804210093981696,04/30/20,[],
294631,1255804212694396928,04/30/20,[],
294633,1255804212526682112,04/30/20,[],No
294635,1255804212803448832,04/30/20,['Fixed'],No
294637,1255804212841242624,04/30/20,[],
294640,1255804213117939712,04/30/20,[],
294643,1255804213281427712,04/30/20,[],
294649,1255804213323427840,04/30/20,[],
294650,1255804213558308864,04/30/20,[],
294657,1255804213675909120,04/30/20,[],No
294659,1255804214112067584,04/30/20,[],
294662,1255804214015492096,04/30/20,[],
294671,1255804214812585984,04/30/20,[],
294673,1255804214841946112,04/30/20,[],
294681,1255804216620322816,04/30/20,[],
294682,1255804216817442816,04/30/20,"['lockdown', 'Iraq']",No
294690,1255804216536432640,04/30/20,"['COVID19', 'COVID19Pandemic']",No
294691,1255804216968388608,04/30/20,[],
294702,1255804217434017792,04/30/20,[],No
294704,1255804216838324224,04/30/20,"['Covid19', 'Cyprus']",Yes
294705,1255804217605922816,04/30/20,[],
294707,1255804217677275136,04/30/20,[],
294711,1255804217937329920,04/30/20,[],
294715,1255804218033598464,04/30/20,[],
294716,1255804218021163008,04/30/20,[],
294717,1255804218121883648,04/30/20,[],
294718,1255804218029625088,04/30/20,[],
294720,1255804217987444736,04/30/20,[],
294723,1255804218214174720,04/30/20,[],
294724,1255804218079875072,04/30/20,[],
294726,1255804218205704192,04/30/20,[],
294731,1255804220948844288,04/30/20,[],
294733,1255804221036703488,04/30/20,[],
294744,1255804221443760128,04/30/20,[],
294747,1255804221145919488,04/30/20,[],
294749,1255804221078806528,04/30/20,[],
294752,1255804221653475328,04/30/20,[],
294753,1255804221557006336,04/30/20,[],
294757,1255804221745758208,04/30/20,['bfnli'],No
294758,1255804221737353216,04/30/20,[],
294759,1255804220730519552,04/30/20,[],
294763,1255804221527654400,04/30/20,[],
294764,1255804221942714368,04/30/20,[],
294765,1255804222068621056,04/30/20,[],No
294768,1255804222055936000,04/30/20,[],
294773,1255804222173519872,04/30/20,[],
294774,1255804222114848768,04/30/20,[],
294775,1255804222458589184,04/30/20,[],
294776,1255804222366339072,04/30/20,[],
294777,1255804222387269632,04/30/20,[],
294779,1255804222513217536,04/30/20,[],
294783,1255804225138774016,04/30/20,[],
294785,1255804225331716096,04/30/20,[],
294787,1255804225449328640,04/30/20,[],
294790,1255804225545625600,04/30/20,[],
294792,1255804225491275520,04/30/20,[],
294797,1255804225520496640,04/30/20,[],
294799,1255804226028007424,04/30/20,[],
294800,1255804225646465024,04/30/20,"['Covid19', 'Virüs', 'Korunmak', 'Elimizde', 'Zonguldak', 'Değerli', 'Eczacılarımıza']",Yes
294802,1255804226304802816,04/30/20,[],
294805,1255804226300600320,04/30/20,[],
294807,1255804226510430208,04/30/20,[],
294809,1255804226409648128,04/30/20,[],
294813,1255804226112020480,04/30/20,[],
294820,1255804226917236736,04/30/20,[],
294821,1255804227160588288,04/30/20,[],
294823,1255804227189760000,04/30/20,[],
294824,1255804226363588608,04/30/20,['ACITBEGUR'],No
294825,1255804227315695616,04/30/20,[],
294829,1255804227231744000,04/30/20,['COVID19'],Yes
294833,1255804229446520832,04/30/20,[],
294844,1255804229983195136,04/30/20,[],
294848,1255804229727502336,04/30/20,[],No
294849,1255804230398599168,04/30/20,[],
294853,1255804230486671104,04/30/20,[],
294859,1255804229781987328,04/30/20,[],
294861,1255804230742360064,04/30/20,[],
294862,1255804230725664768,04/30/20,[],
294865,1255804230855786496,04/30/20,[],
294866,1255804230868353024,04/30/20,[],
294867,1255804230083973120,04/30/20,[],
294868,1255804230805454848,04/30/20,[],Yes
294869,1255804230964822016,04/30/20,[],
294871,1255804230922899712,04/30/20,[],
294876,1255804231602364416,04/30/20,[],
294879,1255804231669428224,04/30/20,[],
294882,1255804233506406400,04/30/20,[],
294886,1255804233628123136,04/30/20,[],
294888,1255804233863045120,04/30/20,[],
294889,1255804233892257792,04/30/20,[],
294890,1255804233921605632,04/30/20,"['Apple', 'iPhone']",No
294891,1255804234039164928,04/30/20,[],
294895,1255804233472897024,04/30/20,[],
294901,1255804234215428096,04/30/20,[],
294906,1255804234513166336,04/30/20,[],
294907,1255804234013896704,04/30/20,[],
294909,1255804234592813056,04/30/20,[],
294911,1255804234743906304,04/30/20,[],
294913,1255804234647261184,04/30/20,[],
294914,1255804234605494272,04/30/20,['Coronavirus'],Yes
294918,1255804234873933824,04/30/20,[],
294920,1255804234215366912,04/30/20,[],Yes
294921,1255804232554479616,04/30/20,[],
294924,1255804235184082944,04/30/20,[],
294925,1255804235184312320,04/30/20,[],
294928,1255804235389628416,04/30/20,['FM20Mobile'],No
294930,1255804237835108352,04/30/20,"['WhatsApp', 'COVID19', 'coronavirus']",No
294935,1255804238032252928,04/30/20,[],
294936,1255804237776334848,04/30/20,['EnDirecte'],No
294941,1255804238254440448,04/30/20,[],
294942,1255804238321651712,04/30/20,[],
294943,1255804238258679808,04/30/20,['SindhGovt'],No
294945,1255804238266957824,04/30/20,[],
294946,1255804238514405120,04/30/20,[],
294947,1255804238296314112,04/30/20,[],
294950,1255804238602665984,04/30/20,[],
294955,1255804238686543872,04/30/20,[],
294956,1255804238644510720,04/30/20,[],
294957,1255804238749466624,04/30/20,[],
294958,1255804238611046400,04/30/20,[],
294961,1255804238803984384,04/30/20,[],
294963,1255804238795546624,04/30/20,[],
294965,1255804238636240896,04/30/20,[],
294971,1255804239395336192,04/30/20,[],
294976,1255804239558967296,04/30/20,[],
294977,1255804239697199104,04/30/20,[],
294979,1255804239613431808,04/30/20,[],
294981,1255804241928695808,04/30/20,[],
294982,1255804242004267008,04/30/20,[],
294983,1255804241970593792,04/30/20,[],
294986,1255804242075549696,04/30/20,[],
294987,1255804242364940288,04/30/20,['COVID19'],Yes
294991,1255804242247499520,04/30/20,[],
294993,1255804242327199488,04/30/20,[],
294997,1255804242490687488,04/30/20,[],
294998,1255804242654347264,04/30/20,[],
295000,1255804242662551552,04/30/20,[],
295002,1255804242742386688,04/30/20,[],
295003,1255804242763362304,04/30/20,[],
295005,1255804242843111424,04/30/20,[],
295008,1255804242855591936,04/30/20,[],
295009,1255804242897633280,04/30/20,[],
295012,1255804242909990912,04/30/20,[],
295030,1255804246215331840,04/30/20,[],
295031,1255804246123053056,04/30/20,[],
295039,1255804245762281472,04/30/20,[],
295040,1255804246521344000,04/30/20,[],
295041,1255804246508933120,04/30/20,[],
295042,1255804246622175232,04/30/20,[],
295044,1255804246479568896,04/30/20,[],
295045,1255804246752022528,04/30/20,[],
295054,1255804246945120512,04/30/20,[],
295058,1255804247091937280,04/30/20,[],
295062,1255804247272304640,04/30/20,[],
295067,1255804247729336320,04/30/20,[],
295068,1255804247062360064,04/30/20,[],
295077,1255804248434106368,04/30/20,[],
295087,1255804250656931840,04/30/20,[],
295092,1255804250472538112,04/30/20,[],
295093,1255804250904424448,04/30/20,[],
295096,1255804250959024128,04/30/20,['COVID19'],Yes
295097,1255804251294650368,04/30/20,[],
295100,1255804251256881152,04/30/20,[],
295105,1255804251139452928,04/30/20,[],
295109,1255804251596558336,04/30/20,[],
295111,1255804251139276800,04/30/20,[],
295112,1255804251063762944,04/30/20,[],
295113,1255804251663732736,04/30/20,[],
295115,1255804251818692608,04/30/20,[],
295116,1255804251793743872,04/30/20,[],
295121,1255804252032819200,04/30/20,[],
295123,1255804252028653568,04/30/20,[],
295131,1255804254675243008,04/30/20,"['Insolvenz', 'Zahlungsschwierigkeiten']",No
295137,1255804254981259264,04/30/20,[],
295139,1255804254998204416,04/30/20,"['exposed', 'pristineedge']",No
295140,1255804255014916096,04/30/20,[],
295145,1255804255212122112,04/30/20,[],
295149,1255804255220502528,04/30/20,[],
295151,1255804255065309184,04/30/20,['COVID19'],Yes
295154,1255804254931111936,04/30/20,"['Coronavirus', 'covid19']",Yes
295156,1255804255564414720,04/30/20,[],
295159,1255804255665094912,04/30/20,[],
295167,1255804256076079104,04/30/20,[],
295171,1255804256134877184,04/30/20,[],
295179,1255804256583429888,04/30/20,[],
295181,1255804258768817920,04/30/20,[],
295184,1255804258848407552,04/30/20,[],
295187,1255804258915463168,04/30/20,[],
295189,1255804258995392512,04/30/20,[],
295190,1255804259020365824,04/30/20,[],
295195,1255804259247050752,04/30/20,[],
295198,1255804258764697600,04/30/20,[],
295201,1255804259028869120,04/30/20,[],Yes
295206,1255804259452416000,04/30/20,[],
295211,1255804259632852992,04/30/20,[],
295213,1255804259716591616,04/30/20,[],
295215,1255804259624353792,04/30/20,[],
295218,1255804259934900224,04/30/20,[],
295219,1255804260052283392,04/30/20,[],
295221,1255804260090089472,04/30/20,['drinkingLambriniandgettingfingered'],No
295222,1255804260115189504,04/30/20,[],
295231,1255804263126765568,04/30/20,[],
295232,1255804263109849088,04/30/20,[],
295244,1255804263269359616,04/30/20,[],
295247,1255804263562764288,04/30/20,[],
295249,1255804263449743104,04/30/20,[],
295252,1255804262807937024,04/30/20,[],
295262,1255804263982341888,04/30/20,[],
295263,1255804264036827136,04/30/20,[],
295265,1255804264011591680,04/30/20,[],
295270,1255804264372469504,04/30/20,[],
295274,1255804264749957120,04/30/20,[],
295277,1255804264733122304,04/30/20,[],
295283,1255804267241385984,04/30/20,[],
295285,1255804266532474880,04/30/20,[],
295287,1255804267329282048,04/30/20,[],
295290,1255804267308384512,04/30/20,[],
295292,1255804266951958528,04/30/20,[],
295293,1255804267522224128,04/30/20,[],
295302,1255804267958538240,04/30/20,[],
295303,1255804267761471488,04/30/20,[],
295308,1255804268084371712,04/30/20,[],
295309,1255804268126371840,04/30/20,[],
295315,1255804268457668608,04/30/20,[],
295316,1255804268323332096,04/30/20,[],
295321,1255804268424171520,04/30/20,[],
295325,1255804268701003520,04/30/20,[],
295329,1255804268868755712,04/30/20,['COVID19'],Yes
295333,1255804271179771904,04/30/20,[],
295335,1255804271422877696,04/30/20,[],
295336,1255804271590850304,04/30/20,[],
295338,1255804271536340992,04/30/20,[],
295339,1255804271561498624,04/30/20,['JusticeForCaution'],No
295352,1255804272345853952,04/30/20,[],
295353,1255804272525996032,04/30/20,[],
295356,1255804272702361600,04/30/20,[],
295362,1255804272970739712,04/30/20,[],
295367,1255804273373388800,04/30/20,"['g1', 'covid19']",No
295368,1255804273381847040,04/30/20,[],
295369,1255804273297850368,04/30/20,['Coronavirus'],Yes
295377,1255804273704800512,04/30/20,[],
295378,1255804273818025984,04/30/20,[],
295386,1255804274682068992,04/30/20,[],
295392,1255804275625779200,04/30/20,[],
295396,1255804276166873088,04/30/20,[],
295397,1255804275436908288,04/30/20,"['coronavirus', 'COVID', 'HydroxyChloroquine']",Yes
295398,1255804276099575808,04/30/20,[],
295404,1255804276263153664,04/30/20,['TutokToWinSaWowowin'],No
295407,1255804276045230080,04/30/20,['COVID19'],Yes
295409,1255804276313591808,04/30/20,[],
295410,1255804276426735616,04/30/20,[],
295411,1255804276598640640,04/30/20,[],
295413,1255804276603006720,04/30/20,[],
295416,1255804276787613696,04/30/20,[],
295418,1255804276766539520,04/30/20,[],
295419,1255804276586184704,04/30/20,[],
295423,1255804276896681984,04/30/20,[],
295424,1255804276892332032,04/30/20,"['FakePandemic', 'FakeNewsAlert']",No
295426,1255804277081112320,04/30/20,[],
295431,1255804279647944704,04/30/20,[],
295433,1255804279861817088,04/30/20,[],
295434,1255804280331816704,04/30/20,[],
295435,1255804280046575616,04/30/20,[],
295436,1255804280142876672,04/30/20,[],
295437,1255804279467770112,04/30/20,[],
295440,1255804280184934400,04/30/20,['ScrubsForBroomfield'],No
295451,1255804280629420032,04/30/20,[],
295452,1255804280596021248,04/30/20,"['RECEITAFEDERAL', 'Bolsonaro', 'COVID19', 'DireitaQuerImpeachment', 'DireitaQuerImpeachment', 'DireitaQuerImpeachment']",No
295457,1255804280704991232,04/30/20,[],
295458,1255804280759414784,04/30/20,[],
295459,1255804280671535104,04/30/20,[],
295466,1255804280969334784,04/30/20,[],
295467,1255804281032237056,04/30/20,[],
295468,1255804281187381248,04/30/20,[],
295469,1255804281237585920,04/30/20,[],
295474,1255804281258532864,04/30/20,[],
295479,1255804281870970880,04/30/20,[],
295484,1255804283976511488,04/30/20,['COVID19'],Yes
295491,1255804284169523200,04/30/20,[],
295492,1255804284375007232,04/30/20,"['covid19', 'sabkaramazan']",Yes
295493,1255804284320522240,04/30/20,[],
295500,1255804284513521664,04/30/20,[],
295503,1255804284601372672,04/30/20,['business'],No
295511,1255804284979032064,04/30/20,[],
295520,1255804285406916608,04/30/20,[],
295521,1255804285343981568,04/30/20,[],
295523,1255804285310373888,04/30/20,['COVIDー19'],Yes
295524,1255804285411102720,04/30/20,[],
295527,1255804285486538752,04/30/20,[],
295533,1255804288183435264,04/30/20,[],No
295535,1255804288175136768,04/30/20,[],
295537,1255804288334548992,04/30/20,[],
295546,1255804288711798784,04/30/20,[],
295553,1255804288837619712,04/30/20,[],
295554,1255804288300875520,04/30/20,['COVID19'],Yes
295556,1255804288808321024,04/30/20,[],
295562,1255804289139847168,04/30/20,[],
295568,1255804288485515264,04/30/20,['eaglenews'],No
295569,1255804289294798848,04/30/20,[],
295571,1255804289278246912,04/30/20,[],
295572,1255804289504739328,04/30/20,['issabove'],No
295573,1255804289437573120,04/30/20,[],
295582,1255804292474318848,04/30/20,[],
295586,1255804292495261696,04/30/20,[],
295587,1255804292625240064,04/30/20,[],
295589,1255804292507873280,04/30/20,[],
295590,1255804292419645440,04/30/20,[],
295594,1255804292579066112,04/30/20,[],
295595,1255804292788883712,04/30/20,[],
295596,1255804292855934720,04/30/20,[],
295597,1255804292889526272,04/30/20,[],
295600,1255804293279412224,04/30/20,[],
295604,1255804293405388800,04/30/20,[],
295605,1255804293002731520,04/30/20,[],
295607,1255804293531275264,04/30/20,['smallbusiness'],No
295609,1255804293619126272,04/30/20,[],
295610,1255804293715656704,04/30/20,[],
295611,1255804293791141888,04/30/20,[],
295614,1255804293833273088,04/30/20,[],
295616,1255804293799645184,04/30/20,[],
295617,1255804293828902912,04/30/20,[],
295622,1255804293640306688,04/30/20,[],
295635,1255804296735739904,04/30/20,[],
295636,1255804296118984704,04/30/20,[],
295637,1255804296706298112,04/30/20,[],
295638,1255804296802651904,04/30/20,[],
295639,1255804296744009728,04/30/20,[],
295640,1255804296664420352,04/30/20,['COVID19'],Yes
295643,1255804296807034880,04/30/20,"['MadeInChina', 'MareaBlancaCoronavirus']",No
295648,1255804297092255488,04/30/20,[],
295653,1255804296748306432,04/30/20,"['Savejobs', 'SaveWorkers']",No
295657,1255804297394245632,04/30/20,[],
295659,1255804297427603712,04/30/20,[],
295660,1255804297427611648,04/30/20,"['WVFlashFic20', 'Focus']",No
295668,1255804297754877952,04/30/20,[],
295669,1255804297712992512,04/30/20,[],
295671,1255804297784299520,04/30/20,[],
295676,1255804298132221952,04/30/20,[],
295677,1255804298027565056,04/30/20,[],
295681,1255804300636426240,04/30/20,[],
295690,1255804300976160768,04/30/20,[],
295691,1255804301039087616,04/30/20,[],
295692,1255804301085204480,04/30/20,[],
295696,1255804300879691520,04/30/20,[],
295697,1255804301592559616,04/30/20,[],
295701,1255804301521358848,04/30/20,[],
295703,1255804301584338944,04/30/20,[],
295704,1255804301131333632,04/30/20,['COVID19'],Yes
295705,1255804301621882880,04/30/20,[],
295707,1255804301890531328,04/30/20,[],
295709,1255804301890523136,04/30/20,[],
295711,1255804302117023488,04/30/20,[],
295715,1255804302062485504,04/30/20,[],
295718,1255804301873745920,04/30/20,[],
295720,1255804302100176896,04/30/20,[],
295723,1255804302699884288,04/30/20,[],
295725,1255804302678990848,04/30/20,['VirusChino'],No
295728,1255804302775353088,04/30/20,[],
295734,1255804304948178944,04/30/20,[],
295735,1255804305086570496,04/30/20,[],
295736,1255804305220743168,04/30/20,[],
295737,1255804305162014720,04/30/20,[],
295743,1255804305371811840,04/30/20,[],
295744,1255804304855912448,04/30/20,['IMF'],No
295746,1255804305262739712,04/30/20,[],
295748,1255804304532942848,04/30/20,[],
295751,1255804305690390528,04/30/20,"['RAHomes', 'realestate']",No
295752,1255804305665167104,04/30/20,[],
295755,1255804304541310720,04/30/20,[],No
295759,1255804305904459520,04/30/20,[],
295761,1255804305778651136,04/30/20,[],No
295762,1255804305866711040,04/30/20,[],
295763,1255804305904250880,04/30/20,[],
295765,1255804305984163840,04/30/20,['COVID19'],No
295776,1255804306583810048,04/30/20,[],
295782,1255804309083586304,04/30/20,[],
295784,1255804309255548928,04/30/20,[],
295791,1255804309658308608,04/30/20,[],
295797,1255804310002294784,04/30/20,[],
295798,1255804310195073024,04/30/20,[],
295800,1255804309884809216,04/30/20,[],No
295801,1255804310170079232,04/30/20,[],
295803,1255804310174171136,04/30/20,[],
295806,1255804310312673280,04/30/20,[],
295807,1255804310388178944,04/30/20,[],
295808,1255804310513803264,04/30/20,[],
295811,1255804310753095680,04/30/20,[],
295821,1255804310308323328,04/30/20,[],
295823,1255804310589452288,04/30/20,[],
295825,1255804311117987840,04/30/20,[],
295826,1255804311050780672,04/30/20,['Frankreich'],No
295827,1255804311260598272,04/30/20,[],
295832,1255804313202540288,04/30/20,[],
295834,1255804313366126592,04/30/20,['UpdateONDanceBreak'],No
295839,1255804313563287552,04/30/20,[],
295842,1255804313663754240,04/30/20,[],
295847,1255804313856815104,04/30/20,[],
295852,1255804314154565632,04/30/20,[],
295858,1255804314595077888,04/30/20,[],
295860,1255804314733314048,04/30/20,[],
295862,1255804314716643328,04/30/20,[],
295864,1255804314834087936,04/30/20,[],
295867,1255804314951565056,04/30/20,[],
295872,1255804315203244032,04/30/20,[],
295874,1255804315136032768,04/30/20,[],
295876,1255804315580563712,04/30/20,[],
295879,1255804315748446208,04/30/20,[],
295880,1255804317510090752,04/30/20,[],No
295881,1255804317333811200,04/30/20,[],
295883,1255804317719760896,04/30/20,[],
295885,1255804317526667264,04/30/20,[],
295887,1255804317900181504,04/30/20,[],
295891,1255804317941915648,04/30/20,[],
295895,1255804317984083968,04/30/20,[],
295898,1255804318273417216,04/30/20,[],
295904,1255804318537715712,04/30/20,[],
295912,1255804318785159168,04/30/20,[],
295913,1255804318885740288,04/30/20,[],
295915,1255804318671831040,04/30/20,[],
295919,1255804319057588224,04/30/20,"['Corona', 'stayhomestaysafe', 'stayhome']",Yes
295935,1255804321603571712,04/30/20,[],
295941,1255804321796624384,04/30/20,"['Telemedicine', 'covid19', 'coronavirus', 'coronaviruspandemic', 'SocialDistancing']",No
295945,1255804321955844096,04/30/20,[],
295948,1255804322140565504,04/30/20,[],
295953,1255804322316644352,04/30/20,[],
295955,1255804322169921536,04/30/20,[],
295963,1255804322610282496,04/30/20,[],
295964,1255804322643947520,04/30/20,[],
295966,1255804322702594048,04/30/20,[],
295968,1255804322840899584,04/30/20,[],
295972,1255804322279043072,04/30/20,[],
295973,1255804323059163136,04/30/20,[],
295975,1255804322954178304,04/30/20,[],
295976,1255804322689937408,04/30/20,[],
295981,1255804325684748288,04/30/20,[],Yes
295982,1255804325902733056,04/30/20,[],
295983,1255804325764333568,04/30/20,[],
295984,1255804325823037440,04/30/20,[],
295985,1255804325621874688,04/30/20,"['FCNantes', 'Nantes', 'Sport']",No
295990,1255804325621891072,04/30/20,[],
295993,1255804325995175936,04/30/20,['COVID19'],Yes
295999,1255804326187953920,04/30/20,"['China', 'Economy']",No
296002,1255804326246862848,04/30/20,[],
296003,1255804326536151040,04/30/20,"['agriculture', 'iledefrance']",No
296005,1255804326645125120,04/30/20,[],
296006,1255804326683041792,04/30/20,[],
296008,1255804326804676608,04/30/20,[],
296011,1255804326834065408,04/30/20,[],
296021,1255804327647571968,04/30/20,[],
296024,1255804327228329984,04/30/20,['LaCarreraMásLarga'],No
296027,1255804327949729792,04/30/20,[],
296031,1255804320521637888,04/30/20,[],
296032,1255804329950314496,04/30/20,[],
296035,1255804330143133696,04/30/20,[],
296043,1255804330248110080,04/30/20,[],
296044,1255804330361446400,04/30/20,[],
296048,1255804330701139968,04/30/20,[],
296054,1255804330940251904,04/30/20,"['wfh', 'quarantinelife', 'boredinthehouse']",No
296057,1255804331145732096,04/30/20,"['coronanederland', 'mondkapjes', 'coronavragen']",Yes
296060,1255804331149766912,04/30/20,[],
296066,1255804329912655872,04/30/20,[],
296067,1255804331334471680,04/30/20,['boycottcostco'],No
296068,1255804331183521792,04/30/20,[],
296070,1255804331523280896,04/30/20,[],
296082,1255804334287306752,04/30/20,[],
296085,1255804334341853184,04/30/20,[],
296088,1255804334564159488,04/30/20,[],
296090,1255804334530412288,04/30/20,[],
296092,1255804334077554688,04/30/20,[],
296093,1255804334627000320,04/30/20,[],
296096,1255804334719119104,04/30/20,[],
296098,1255804334740103168,04/30/20,[],
296102,1255804334983561216,04/30/20,[],
296106,1255804335017115648,04/30/20,[],
296109,1255804335440695296,04/30/20,['COVID19'],Yes
296116,1255804335591755520,04/30/20,[],
296117,1255804335621095424,04/30/20,[],
296119,1255804335906271232,04/30/20,[],
296127,1255804336124411904,04/30/20,[],
296130,1255804338477453056,04/30/20,[],
296132,1255804338640957440,04/30/20,"['EvdeKal', 'staysafe', 'HayatEveSığar', 'COVID19']",No
296133,1255804338414301184,04/30/20,[],
296135,1255804338716528640,04/30/20,['Biodiversität'],No
296136,1255804338812989440,04/30/20,[],
296140,1255804338288680704,04/30/20,[],
296141,1255804338536099840,04/30/20,[],
296145,1255804339001495552,04/30/20,[],
296153,1255804339421052928,04/30/20,[],
296154,1255804339408515072,04/30/20,[],
296155,1255804339685376000,04/30/20,[],
296157,1255804339823632384,04/30/20,[],
296160,1255804339815419904,04/30/20,[],
296164,1255804339823824896,04/30/20,[],
296165,1255804340016578304,04/30/20,[],
296170,1255804340096266240,04/30/20,[],
296176,1255804340507488512,04/30/20,[],
296182,1255804342717894912,04/30/20,[],
296187,1255804342759763968,04/30/20,[],
296190,1255804342944149504,04/30/20,['SarahGeronimo'],No
296191,1255804342944366592,04/30/20,[],
296192,1255804342696906752,04/30/20,[],
296194,1255804343091068928,04/30/20,[],
296198,1255804343040663552,04/30/20,['BlackCommunity'],No
296199,1255804343443480320,04/30/20,[],
296202,1255804343569260288,04/30/20,[],
296203,1255804343510425600,04/30/20,[],
296212,1255804343971975168,04/30/20,[],
296213,1255804344131301120,04/30/20,[],
296215,1255804329681915904,04/30/20,[],
296219,1255804344202432512,04/30/20,[],
296226,1255804344286326784,04/30/20,[],
296227,1255804344273825792,04/30/20,"['LaborofLove', 'Fruit', 'FruitasHoldings', 'FrontlinersPH']",No
296229,1255804344311709696,04/30/20,[],
296230,1255804346907987968,04/30/20,[],
296237,1255804346870010112,04/30/20,[],
296239,1255804346987499520,04/30/20,[],
296241,1255804346413039616,04/30/20,[],
296245,1255804347260141568,04/30/20,[],
296247,1255804347226545920,04/30/20,[],
296248,1255804347306225664,04/30/20,['CCP'],No
296252,1255804347390312448,04/30/20,[],
296256,1255804347537133568,04/30/20,[],
296257,1255804347394506752,04/30/20,[],
296259,1255804347109294080,04/30/20,[],
296262,1255804347650318336,04/30/20,[],
296275,1255804347683930112,04/30/20,[],
296279,1255804348455685888,04/30/20,[],
296282,1255804351202852864,04/30/20,[],
296285,1255804351257423872,04/30/20,[],
296287,1255804351328681984,04/30/20,[],
296288,1255804351215476736,04/30/20,[],
296290,1255804351232323584,04/30/20,[],
296291,1255804351244894208,04/30/20,[],
296292,1255804351265886208,04/30/20,[],
